0/12343: emocional -->  EMOCIONAL
6565/12343: experimentado -->  EXPERIMENTADO
6566/12343: pasajero -->  PASAJERO
6567/12343: tomármela -->  -
6568/12343: mercado -->  MERCADO
6569/12343: horrores -->  HORROR
6570/12343: tímida -->  TÍMIDO
6571/12343: habitúo -->  HABITUAR
6572/12343: extraña -->  EXTRAÑO
6573/12343: hipnotizada -->  HIPNOTIZAR
6574/12343: eludir -->  ELUDIR
6575/12343: tlf -->  -
6576/12343: dibujo -->  DIBUJO
6577/12343: alterara -->  ALTERAR
6578/12343: despreocupando -->  DESPREOCUPAR
6579/12343: protegerme -->  PROTEGER
6580/12343: poquísimo -->  POQUÍSIMO
6581/12343: recete -->  RECETAR
6582/12343: leves -->  LEVE
6583/12343: subirme -->  SUBIR
6584/12343: anticipadamente -->  ANTICIPADAMENTE
6585/12343: freno -->  FRENO
6586/12343: rigidez -->  RIGIDEZ
6587/12343: preguntaría -->  PREGUNTAR
6588/12343: jubilación -->  JUBILACIÓN
6589/12343: sensibles -->  SENSIBLE
6590/12343: tomen -->  TOMAR
6591/12343: conclusiones -->  CONCLUSIÓN
6592/12343: sufrimientos -->  SUFRIMIENTO
6593/12343: defectos -->  DEFECTO
6594/12343: anticipo -->  ANTICIPO
6595/12343: pensarán -->  PENSAR
6596/12343: defecto -->  DEFECTO
6597/12343: profundas -->  PROFUNDO
6598/12343: fascitis -->  -
6599/12343: traumatólogo -->  TRAUMATÓLOGO
6600/12343: piensa -->  PENSAR
6601/12343: deprimo -->  DEPRIMIR
6602/12343: almacenes -->  ALMACÉN
6603/12343: acordé -->  ACORDAR
6604/12343: conté -->  CONTAR
6605/12343: notaba -->  NOTAR
6606/12343: quejando -->  QUEJAR
6607/12343: psicológicos -->  PSICOLÓGICO
6608/12343: cansina -->  CANSINO
6609/12343: duramos -->  DURAR
6610/12343: fijos -->  FIJO
6611/12343: fijo -->  FIJO
6612/12343: meteríamos -->  METER
6613/12343: puerto -->  PUERTO
6614/12343: desilusionada -->  DESILUSIONAR
6615/12343: arreglara -->  ARREGLAR
6616/12343: olvidaría -->  OLVIDAR
6617/12343: enseguida -->  ENSEGUIDA
6618/12343: exacta -->  EXACTO
6619/12343: fijada -->  FIJAR
6620/12343: convencerme -->  CONVENCER
6621/12343: sueldo -->  SUELDO
6622/12343: noten -->  NOTAR
6623/12343: acompañarle -->  ACOMPAÑAR
6624/12343: participar -->  PARTICIPAR
6625/12343: insatisfecha -->  INSATISFECHO
6626/12343: repartir -->  REPARTIR
6627/12343: mediana -->  MEDIANA
6628/12343: mostrar -->  MOSTRAR
6629/12343: potencia -->  POTENCIA
6630/12343: brota -->  BROTA
6631/12343: tumbo -->  TUMBO
6632/12343: ahogar -->  AHOGAR
6633/12343: afectando -->  AFECTAR
6634/12343: desbordante -->  DESBORDANTE
6635/12343: pos -->  -
6636/12343: arreglarlo -->  ARREGLAR
6637/12343: canse -->  CANSAR
6638/12343: nerea -->  -
6639/12343: warner -->  -
6640/12343: gastar -->  GASTAR
6641/12343: retrocedido -->  RETROCEDER
6642/12343: intentó -->  INTENTAR
6643/12343: montar -->  MONTAR
6644/12343: pudo -->  PODER
6645/12343: siguió -->  SEGUIR
6646/12343: planté -->  PLANTAR
6647/12343: dila -->  DECIR
6648/12343: vosotras -->  VOSOTRAS
6649/12343: preguntara -->  preguntara
6650/12343: recordé -->  RECORDAR
6651/12343: gatita -->  GATITO
6652/12343: adoptado -->  ADOPTADO
6653/12343: veterinaria -->  VETERINARIA
6654/12343: antiinflamatorio -->  INFLAMATORIO
6655/12343: quedó -->  QUEDAR
6656/12343: venía -->  VENIR
6657/12343: darles -->  DAR
6658/12343: morosidad -->  MOROSIDAD
6659/12343: casas -->  CASA
6660/12343: desahuciar -->  DESAHUCIAR
6661/12343: clientes -->  CLIENTE
6662/12343: ett -->  -
6663/12343: comiera -->  COMER
6664/12343: reuniones -->  REUNIÓN
6665/12343: esperara -->  ESPERAR
6666/12343: descontar -->  DESCONTAR
6667/12343: modificar -->  MODIFICAR
6668/12343: préstamo -->  PRÉSTAMO
6669/12343: hipotecario -->  HIPOTECARIO
6670/12343: conjuntivitis -->  CONJUNTIVITIS
6671/12343: vírica -->  VÍRICO
6672/12343: cogiera -->  COGER
6673/12343: hinchados -->  HINCHADO
6674/12343: inyectados -->  INYECTADO
6675/12343: oftalmóloga -->  OFTALMÓLOGO
6676/12343: contagioso -->  CONTAGIOSO
6677/12343: trasladaron -->  TRASLADAR
6678/12343: central -->  CENTRAL
6679/12343: llegó -->  LLEGAR
6680/12343: bajas -->  BAJA
6681/12343: gotas -->  GOTA
6682/12343: suero -->  SUERO
6683/12343: fisioterapialógico -->  -
6684/12343: pican -->  PICAR
6685/12343: escuecen -->  ESCOCER
6686/12343: arena -->  ARENA
6687/12343: sacó -->  SACAR
6688/12343: filamentos -->  FILAMENTO
6689/12343: formar -->  FORMAR
6690/12343: escozor -->  ESCOZOR
6691/12343: hinchazón -->  HINCHAZÓN
6692/12343: ves -->  VER
6693/12343: borroso -->  BORROSO
6694/12343: vomitado -->  VOMITADO
6695/12343: curo -->  CURAR
6696/12343: nublado -->  NUBLADO
6697/12343: contagiar -->  CONTAGIAR
6698/12343: crema -->  CREMA
6699/12343: gradúe -->  GRADUAR
6700/12343: quiste -->  QUISTE
6701/12343: ovario -->  OVARIO
6702/12343: mioma -->  -
6703/12343: crecido -->  CRECIDO
6704/12343: milímetros -->  MILÍMETRO
6705/12343: uretra -->  URETRA
6706/12343: mamas -->  MAMA
6707/12343: contagiaba -->  CONTAGIAR
6708/12343: jaqueca -->  JAQUECA
6709/12343: pasapalabra -->  -
6710/12343: gatos -->  GATO
6711/12343: mire -->  MIRE
6712/12343: organizamos -->  ORGANIZAR
6713/12343: charlado -->  CHARLAR
6714/12343: sofocos -->  SOFOCO
6715/12343: pólipos -->  -
6716/12343: cambió -->  CAMBIAR
6717/12343: nódulos -->  NÓDULO
6718/12343: poliquísticos -->  -
6719/12343: tocar -->  TOCAR
6720/12343: subdirectora -->  SUBDIRECTOR
6721/12343: nombraron -->  NOMBRAR
6722/12343: empleados -->  EMPLEADO
6723/12343: mensuales -->  MENSUAL
6724/12343: personalizados -->  PERSONALIZAR
6725/12343: comercios -->  COMERCIO
6726/12343: volvemos -->  VOLVER
6727/12343: quedarnos -->  QUEDAR
6728/12343: renovado -->  RENOVADO
6729/12343: cajero -->  CAJERO
6730/12343: díano -->  -
6731/12343: guardada -->  GUARDAR
6732/12343: selector -->  -
6733/12343: guarda -->  GUARDA
6734/12343: deseos -->  DESEO
6735/12343: valentía -->  VALENTÍA
6736/12343: producen -->  PRODUCIR
6737/12343: posos -->  POSO
6738/12343: remueven -->  REMOVER
6739/12343: desgraciada -->  DESGRACIADO
6740/12343: nací -->  NACER
6741/12343: vivencias -->  VIVENCIA
6742/12343: naturaleza -->  NATURALEZA
6743/12343: refugio -->  REFUGIO
6744/12343: cúmulo -->  CÚMULO
6745/12343: desgracias -->  DESGRACIA
6746/12343: cariñosa -->  CARIÑOSO
6747/12343: descuidada -->  DESCUIDADO
6748/12343: aficiones -->  AFICIÓN
6749/12343: tapizo -->  TAPIZAR
6750/12343: butaca -->  BUTACA
6751/12343: pinto -->  PINTO
6752/12343: coser -->  COSER
6753/12343: sevillanas -->  SEVILLANAS
6754/12343: agradezco -->  AGRADECER
6755/12343: conociera -->  CONOCER
6756/12343: lloraría -->  LLORAR
6757/12343: divorciarme -->  DIVORCIAR
6758/12343: antiguas -->  ANTIGUO
6759/12343: otorgó -->  OTORGAR
6760/12343: jueza -->  JUEZ
6761/12343: significado -->  SIGNIFICADO
6762/12343: inalcanzable -->  INALCANZABLE
6763/12343: soñaba -->  SOÑAR
6764/12343: treinta -->  TREINTA
6765/12343: hipoteca -->  HIPOTECA
6766/12343: precipitado -->  PRECIPITADO
6767/12343: jaime -->  -
6768/12343: valencia -->  VALENCIA
6769/12343: acepte -->  ACEPTAR
6770/12343: dormiría -->  DORMIR
6771/12343: mantendrá -->  MANTENER
6772/12343: deshabituación -->  DESHABITUACIÓN
6773/12343: previa -->  PREVIO
6774/12343: opción -->  OPCIÓN
6775/12343: ilusionado -->  ILUSIONADO
6776/12343: locales -->  LOCAL
6777/12343: atracciones -->  ATRACCIÓN
6778/12343: comencé -->  COMENZAR
6779/12343: funciones -->  FUNCIÓN
6780/12343: informática -->  INFORMÁTICA
6781/12343: sencilla -->  SENCILLO
6782/12343: deporte -->  DEPORTE
6783/12343: colaborador -->  COLABORADOR
6784/12343: intensa -->  INTENSO
6785/12343: mercadillo -->  MERCADILLO
6786/12343: solidario -->  SOLIDARIO
6787/12343: facilitado -->  FACILITAR
6788/12343: fumada -->  FUMADA
6789/12343: solicite -->  SOLICITAR
6790/12343: desilusionado -->  DESILUSIONAR
6791/12343: cortes -->  CORTE
6792/12343: muñeca -->  MUÑECA
6793/12343: mezcla -->  MEZCLA
6794/12343: actualizada -->  ACTUALIZAR
6795/12343: ingresa -->  INGRESAR
6796/12343: especializada -->  ESPECIALIZADO
6797/12343: avisar -->  AVISAR
6798/12343: copia -->  COPIA
6799/12343: avisaran -->  AVISAR
6800/12343: saldré -->  SALIR
6801/12343: ofrecen -->  OFRECER
6802/12343: voluntario -->  VOLUNTARIO
6803/12343: miguel -->  -
6804/12343: trabajadora -->  TRABAJADOR
6805/12343: ingrese -->  INGRESAR
6806/12343: perfil -->  PERFIL
6807/12343: reaccionado -->  REACCIONAR
6808/12343: superior -->  SUPERIOR
6809/12343: reconocimiento -->  RECONOCIMIENTO
6810/12343: expone -->  EXPONER
6811/12343: tonterías -->  TONTERÍA
6812/12343: compulsivamente -->  COMPULSIVAMENTE
6813/12343: maraña -->  MARAÑA
6814/12343: resolverlos -->  RESOLVER
6815/12343: llamase -->  LLAMAR
6816/12343: zulo -->  ZULO
6817/12343: atrapada -->  ATRAPAR
6818/12343: injusticias -->  INJUSTICIA
6819/12343: mezclado -->  MEZCLADO
6820/12343: cerveza -->  CERVEZA
6821/12343: pegaba -->  PEGAR
6822/12343: porrazos -->  PORRAZO
6823/12343: mantiene -->  MANTENER
6824/12343: concentro -->  CONCENTRAR
6825/12343: galletas -->  GALLETA
6826/12343: gustaban -->  GUSTAR
6827/12343: gustaba -->  GUSTAR
6828/12343: déjame -->  -
6829/12343: bultos -->  BULTO
6830/12343: quince -->  QUINCE
6831/12343: tumores -->  TUMOR
6832/12343: dividida -->  DIVIDIR
6833/12343: fases -->  FASE
6834/12343: mastectomía -->  -
6835/12343: tramites -->  TRAMITAR
6836/12343: avanzando -->  AVANZAR
6837/12343: accedo -->  ACCEDER
6838/12343: desarrollo -->  DESARROLLO
6839/12343: acosan -->  ACOSAR
6840/12343: inquieto -->  INQUIETO
6841/12343: simples -->  SIMPLE
6842/12343: requieran -->  REQUERIR
6843/12343: viéndome -->  -
6844/12343: predispuesto -->  PREDISPUESTO
6845/12343: difuminando -->  DIFUMINAR
6846/12343: atasco -->  ATASCO
6847/12343: activaba -->  ACTIVAR
6848/12343: apnea -->  -
6849/12343: respiratoria -->  RESPIRATORIO
6850/12343: motocicleta -->  MOTOCICLETA
6851/12343: repuesto -->  REPUESTO
6852/12343: nudo -->  NUDO
6853/12343: impulsividad -->  IMPULSIVIDAD
6854/12343: shakespeare -->  -
6855/12343: sebastián -->  -
6856/12343: carrero -->  CARRERO
6857/12343: desilusión -->  DESILUSIÓN
6858/12343: bolsillo -->  BOLSILLO
6859/12343: agravada -->  AGRAVAR
6860/12343: piden -->  PEDIR
6861/12343: informes -->  INFORME
6862/12343: agravamiento -->  -
6863/12343: derivó -->  DERIVAR
6864/12343: demostrarlo -->  DEMOSTRAR
6865/12343: luchare -->  -
6866/12343: herpes -->  HERPES
6867/12343: zóster -->  -
6868/12343: botín -->  BOTÍN
6869/12343: imprescindible -->  IMPRESCINDIBLE
6870/12343: derivados -->  DERIVADO
6871/12343: vejiga -->  VEJIGA
6872/12343: incontinencia -->  INCONTINENCIA
6873/12343: interrumpido -->  INTERRUMPIR
6874/12343: dostres -->  -
6875/12343: gerente -->  GERENTE
6876/12343: logre -->  LOGRAR
6877/12343: equivocado -->  EQUIVOCADO
6878/12343: barreras -->  BARRERA
6879/12343: reconciliar -->  RECONCILIAR
6880/12343: sueña -->  SOÑAR
6881/12343: casado -->  CASADO
6882/12343: pilas -->  PILA
6883/12343: tomaré -->  TOMAR
6884/12343: dulce -->  DULCE
6885/12343: disgustado -->  DISGUSTAR
6886/12343: desanimarme -->  DESANIMAR
6887/12343: pilla -->  PILLO
6888/12343: beneficia -->  BENEFICIAR
6889/12343: manipulado -->  MANIPULAR
6890/12343: empujado -->  EMPUJAR
6891/12343: oigo -->  OÍR
6892/12343: maneja -->  MANEJAR
6893/12343: considerable -->  CONSIDERABLE
6894/12343: reincorporo -->  REINCORPORAR
6895/12343: asimilo -->  ASIMILAR
6896/12343: aterrizaje -->  ATERRIZAJE
6897/12343: posponer -->  POSPONER
6898/12343: excluida -->  EXCLUIR
6899/12343: excluir -->  EXCLUIR
6900/12343: laboralmente -->  LABORALMENTE
6901/12343: consumidor -->  CONSUMIDOR
6902/12343: destruye -->  DESTRUIR
6903/12343: guapo -->  GUAPO
6904/12343: integrarse -->  INTEGRAR
6905/12343: gobierno -->  GOBIERNO
6906/12343: consultora -->  CONSULTOR
6907/12343: agotar -->  AGOTAR
6908/12343: sedentaria -->  SEDENTARIO
6909/12343: contestaría -->  CONTESTAR
6910/12343: estación -->  ESTACIÓN
6911/12343: tranquimazin -->  -
6912/12343: sobrellevo -->  SOBRELLEVAR
6913/12343: valiente -->  VALIENTE
6914/12343: caballo -->  CABALLO
6915/12343: quehaceres -->  QUEHACER
6916/12343: machaco -->  MACHACAR
6917/12343: huevo -->  HUEVO
6918/12343: ganad -->  GANAR
6919/12343: bienvenido -->  BIENVENIDO
6920/12343: colocando -->  COLOCAR
6921/12343: colegios -->  COLEGIO
6922/12343: tenerlo -->  TENER
6923/12343: variado -->  VARIADO
6924/12343: reí -->  REÍR
6925/12343: proteger -->  PROTEGER
6926/12343: pulmones -->  PULMÓN
6927/12343: paseos -->  PASEO
6928/12343: retroceso -->  RETROCESO
6929/12343: recordando -->  RECORDAR
6930/12343: actitudes -->  ACTITUD
6931/12343: soberbias -->  SOBERBIA
6932/12343: altivas -->  ALTIVO
6933/12343: personaje -->  PERSONAJE
6934/12343: desenvolverme -->  DESENVOLVER
6935/12343: ventas -->  VENTA
6936/12343: marisa -->  -
6937/12343: waldina -->  -
6938/12343: barba -->  BARBA
6939/12343: moreno -->  MORENO
6940/12343: infanta -->  INFANTA
6941/12343: elena -->  -
6942/12343: tardanza -->  TARDANZA
6943/12343: acomicil -->  -
6944/12343: recomendaste -->  RECOMENDAR
6945/12343: urología -->  UROLOGÍA
6946/12343: nódulo -->  NÓDULO
6947/12343: glándula -->  GLÁNDULA
6948/12343: suprarrenal -->  -
6949/12343: cuan -->  -
6950/12343: beso -->  BESO
6951/12343: dina -->  -
6952/12343: besos -->  BESO
6953/12343: malísima -->  MALÍSIMO
6954/12343: tomara -->  TOMAR
6955/12343: primperán -->  -
6956/12343: correo -->  CORREO
6957/12343: palabras -->  PALABRA
6958/12343: rectificar -->  RECTIFICAR
6959/12343: nombres -->  NOMBRE
6960/12343: vocales -->  VOCAL
6961/12343: hincho -->  HENCHIR
6962/12343: hará -->  HACER
6963/12343: suplo -->  SUPLIR
6964/12343: habló -->  HABLAR
6965/12343: operada -->  OPERAR
6966/12343: ternura -->  TERNURA
6967/12343: afortunada -->  AFORTUNADO
6968/12343: tranquilamente -->  TRANQUILAMENTE
6969/12343: irma -->  -
6970/12343: sobrepasan -->  SOBREPASAR
6971/12343: manita -->  MANITA
6972/12343: soltarlo -->  SOLTAR
6973/12343: rajadas -->  RAJAR
6974/12343: sangraban -->  SANGRAR
6975/12343: retorcía -->  RETORCER
6976/12343: entretenía -->  ENTRETENER
6977/12343: notorio -->  NOTORIO
6978/12343: convivo -->  CONVIVIR
6979/12343: irritante -->  IRRITANTE
6980/12343: limitados -->  LIMITADO
6981/12343: red -->  RED
6982/12343: cercana -->  CERCANO
6983/12343: odiaba -->  ODIAR
6984/12343: agredió -->  AGREDIR
6985/12343: disgusté -->  DISGUSTAR
6986/12343: mantuve -->  MANTENER
6987/12343: influenciar -->  INFLUENCIAR
6988/12343: fibromialgia -->  -
6989/12343: erfg -->  -
6990/12343: rinitis -->  RINITIS
6991/12343: cobre -->  COBRE
6992/12343: tiros -->  TIRO
6993/12343: rumana -->  RUMANO
6994/12343: discapacitada -->  DISCAPACITADO
6995/12343: intelectual -->  INTELECTUAL
6996/12343: tdh -->  -
6997/12343: síndrome -->  SÍNDROME
6998/12343: desafiante -->  DESAFIANTE
6999/12343: dirijo -->  DIRIGIR
7000/12343: nave -->  NAVE
7001/12343: tormentas -->  TORMENTA
7002/12343: acopio -->  ACOPIO
7003/12343: trauma -->  TRAUMA
7004/12343: crujo -->  CRUJIR
7005/12343: dolida -->  DOLIDO
7006/12343: rencorosa -->  RENCOROSO
7007/12343: cede -->  CEDER
7008/12343: demasiados -->  DEMASIADO
7009/12343: atañen -->  ATAÑER
7010/12343: terceros -->  -
7011/12343: capear -->  CAPEAR
7012/12343: tf -->  -
7013/12343: inmovilizado -->  INMOVILIZAR
7014/12343: cooperativa -->  COOPERATIVA
7015/12343: vencido -->  VENCIDO
7016/12343: desconcierta -->  DESCONCERTAR
7017/12343: entrevistarme -->  ENTREVISTAR
7018/12343: remitido -->  REMITIDO
7019/12343: admiro -->  ADMIRAR
7020/12343: dignó -->  DIGNAR
7021/12343: lumbalgia -->  -
7022/12343: bloque -->  BLOQUE
7023/12343: fijé -->  FIJAR
7024/12343: espantoso -->  ESPANTOSO
7025/12343: pariente -->  PARIENTE
7026/12343: decae -->  DECAER
7027/12343: virgen -->  VIRGEN
7028/12343: paloma -->  PALOMA
7029/12343: aguantado -->  AGUANTAR
7030/12343: esplendido -->  ESPLENDER
7031/12343: centrando -->  CENTRAR
7032/12343: poniéndose -->  -
7033/12343: completos -->  COMPLETO
7034/12343: oí -->  OÍR
7035/12343: fuentes -->  FUENTE
7036/12343: fidedignas -->  FIDEDIGNO
7037/12343: noctamid -->  -
7038/12343: inducción -->  INDUCCIÓN
7039/12343: tomados -->  TOMADO
7040/12343: prolongado -->  PROLONGADO
7041/12343: despertares -->  -
7042/12343: factor -->  FACTOR
7043/12343: rendimiento -->  RENDIMIENTO
7044/12343: entristece -->  ENTRISTECER
7045/12343: fichar -->  FICHAR
7046/12343: subnormal -->  SUBNORMAL
7047/12343: coeficiente -->  COEFICIENTE
7048/12343: disimulare -->  -
7049/12343: tel -->  -
7050/12343: tremendas -->  TREMENDO
7051/12343: tragara -->  TRAGAR
7052/12343: dialogo -->  DIALOGAR
7053/12343: cohíbo -->  COHIBIR
7054/12343: simpática -->  SIMPÁTICO
7055/12343: mirarme -->  MIRAR
7056/12343: chantaje -->  CHANTAJE
7057/12343: desempeño -->  DESEMPEÑO
7058/12343: razonamiento -->  RAZONAMIENTO
7059/12343: planto -->  PLANTAR
7060/12343: huevos -->  HUEVO
7061/12343: terca -->  TERCO
7062/12343: escuchada -->  ESCUCHAR
7063/12343: euforia -->  EUFORIA
7064/12343: imaginaba -->  IMAGINAR
7065/12343: obligo -->  OBLIGAR
7066/12343: disimularlo -->  DISIMULAR
7067/12343: note -->  NOTAR
7068/12343: entienden -->  ENTENDER
7069/12343: entenderme -->  ENTENDER
7070/12343: apunto -->  APUNTAR
7071/12343: acercarme -->  ACERCAR
7072/12343: creí -->  CREER
7073/12343: afueras -->  AFUERAS
7074/12343: encerrado -->  ENCERRAR
7075/12343: invade -->  INVADIR
7076/12343: urbanización -->  URBANIZACIÓN
7077/12343: empujón -->  EMPUJÓN
7078/12343: levando -->  LEVAR
7079/12343: enfadarme -->  ENFADAR
7080/12343: empezaremos -->  EMPEZAR
7081/12343: valla -->  VALLA
7082/12343: profesión -->  PROFESIÓN
7083/12343: perjudica -->  PERJUDICAR
7084/12343: millones -->  MILLÓN
7085/12343: trastabillar -->  TRASTABILLAR
7086/12343: profesionales -->  PROFESIONAL
7087/12343: delegar -->  DELEGAR
7088/12343: solucionarlos -->  SOLUCIONAR
7089/12343: desinteresado -->  DESINTERESADO
7090/12343: descasando -->  DESCASAR
7091/12343: mareado -->  MAREADO
7092/12343: neurología -->  NEUROLOGÍA
7093/12343: mean -->  MEAR
7094/12343: infiltrar -->  INFILTRAR
7095/12343: qui -->  -
7096/12343: pinchar -->  PINCHAR
7097/12343: tac -->  -
7098/12343: riñones -->  RIÑÓN
7099/12343: cálculos -->  CÁLCULO
7100/12343: mea -->  MEAR
7101/12343: morar -->  MORAR
7102/12343: atosigado -->  ATOSIGAR
7103/12343: jiga -->  -
7104/12343: bol -->  -
7105/12343: depara -->  DEPARAR
7106/12343: posicionamiento -->  POSICIONAMIENTO
7107/12343: horizontes -->  HORIZONTE
7108/12343: reconfortante -->  RECONFORTANTE
7109/12343: formado -->  FORMADO
7110/12343: costumbres -->  COSTUMBRE
7111/12343: arraigará -->  ARRAIGAR
7112/12343: firmé -->  FIRMAR
7113/12343: convenio -->  CONVENIO
7114/12343: regulador -->  REGULADOR
7115/12343: convicción -->  CONVICCIÓN
7116/12343: consumado -->  CONSUMADO
7117/12343: aceptando -->  ACEPTAR
7118/12343: marga -->  MARGA
7119/12343: escondida -->  ESCONDER
7120/12343: disgusta -->  DISGUSTAR
7121/12343: escapa -->  ESCAPAR
7122/12343: supiera -->  SABER
7123/12343: recuperare -->  -
7124/12343: entretenerme -->  ENTRETENER
7125/12343: mutua -->  MUTUO
7126/12343: perjudicando -->  PERJUDICAR
7127/12343: queridos -->  QUERIDO
7128/12343: encanta -->  ENCANTAR
7129/12343: chocado -->  CHOCAR
7130/12343: afrontado -->  AFRONTAR
7131/12343: disparada -->  DISPARADO
7132/12343: notando -->  NOTAR
7133/12343: desbordado -->  DESBORDADO
7134/12343: solucionen -->  SOLUCIONAR
7135/12343: hipocondría -->  -
7136/12343: reflejaba -->  REFLEJAR
7137/12343: solventando -->  SOLVENTAR
7138/12343: saturante -->  -
7139/12343: hipocondríaco -->  -
7140/12343: flojo -->  FLOJO
7141/12343: atento -->  ATENTO
7142/12343: acceso -->  ACCESO
7143/12343: observaciones -->  OBSERVACIÓN
7144/12343: aportar -->  APORTAR
7145/12343: intrascendente -->  INTRASCENDENTE
7146/12343: autoexijo -->  -
7147/12343: dispongo -->  DISPONER
7148/12343: objeto -->  OBJETO
7149/12343: desinterés -->  DESINTERÉS
7150/12343: listón -->  LISTÓN
7151/12343: alto -->  ALTO
7152/12343: influya -->  INFLUIR
7153/12343: ocasionado -->  OCASIONAR
7154/12343: comprobar -->  COMPROBAR
